"","game","id","roundno","groupness","equalitycondition","roundcat","tokentype","tokengiven","tokensum"
"1","EG01","4759","8","group","equalstatus","1","ingroup",0,4
"2","EG01","4757","8","group","equalstatus","1","ingroup",1,5
"3","EG01","4761","8","group","equalstatus","1","ingroup",1,8
"4","EG01","4763","8","group","equalstatus","1","ingroup",1,5
"5","EG01","4753","8","group","equalstatus","1","ingroup",1,7
"6","EG01","4751","8","group","equalstatus","1","ingroup",1,8
"7","EG01","4754","8","group","equalstatus","1","ingroup",0,7
"8","EG01","4755","8","group","equalstatus","1","ingroup",1,8
"9","EG01","4756","8","group","equalstatus","1","ingroup",1,6
"10","EG01","4758","8","group","equalstatus","1","ingroup",0,4
"11","EG01","4762","8","group","equalstatus","1","ingroup",1,3
"12","EG01","4750","8","group","equalstatus","1","ingroup",0,6
"13","EG01","4752","8","group","equalstatus","1","ingroup",1,7
"14","EG01","4760","8","group","equalstatus","1","ingroup",1,8
"15","EG01","4759","16","group","equalstatus","2","ingroup",1,7
"16","EG01","4757","16","group","equalstatus","2","ingroup",1,8
"17","EG01","4761","16","group","equalstatus","2","ingroup",1,7
"18","EG01","4763","16","group","equalstatus","2","ingroup",1,5
"19","EG01","4753","16","group","equalstatus","2","ingroup",0,2
"20","EG01","4751","16","group","equalstatus","2","ingroup",1,8
"21","EG01","4754","16","group","equalstatus","2","ingroup",1,8
"22","EG01","4755","16","group","equalstatus","2","ingroup",1,7
"23","EG01","4756","16","group","equalstatus","2","ingroup",1,7
"24","EG01","4758","16","group","equalstatus","2","ingroup",0,1
"25","EG01","4762","16","group","equalstatus","2","ingroup",0,2
"26","EG01","4750","16","group","equalstatus","2","ingroup",0,3
"27","EG01","4752","16","group","equalstatus","2","ingroup",0,5
"28","EG01","4760","16","group","equalstatus","2","ingroup",1,7
"29","EG01","4759","24","group","equalstatus","3","ingroup",1,5
"30","EG01","4757","24","group","equalstatus","3","ingroup",1,8
"31","EG01","4761","24","group","equalstatus","3","ingroup",1,7
"32","EG01","4763","24","group","equalstatus","3","ingroup",1,6
"33","EG01","4753","24","group","equalstatus","3","ingroup",1,4
"34","EG01","4751","24","group","equalstatus","3","ingroup",1,8
"35","EG01","4754","24","group","equalstatus","3","ingroup",1,8
"36","EG01","4755","24","group","equalstatus","3","ingroup",1,8
"37","EG01","4756","24","group","equalstatus","3","ingroup",1,6
"38","EG01","4758","24","group","equalstatus","3","ingroup",0,2
"39","EG01","4762","24","group","equalstatus","3","ingroup",1,7
"40","EG01","4750","24","group","equalstatus","3","ingroup",0,5
"41","EG01","4752","24","group","equalstatus","3","ingroup",0,6
"42","EG01","4760","24","group","equalstatus","3","ingroup",0,7
"43","EG01","4759","32","group","equalstatus","4","ingroup",1,7
"44","EG01","4757","32","group","equalstatus","4","ingroup",1,7
"45","EG01","4761","32","group","equalstatus","4","ingroup",1,8
"46","EG01","4763","32","group","equalstatus","4","ingroup",0,6
"47","EG01","4753","32","group","equalstatus","4","ingroup",0,4
"48","EG01","4751","32","group","equalstatus","4","ingroup",1,7
"49","EG01","4754","32","group","equalstatus","4","ingroup",1,7
"50","EG01","4755","32","group","equalstatus","4","ingroup",1,8
"51","EG01","4756","32","group","equalstatus","4","ingroup",1,8
"52","EG01","4758","32","group","equalstatus","4","ingroup",0,1
"53","EG01","4762","32","group","equalstatus","4","ingroup",1,5
"54","EG01","4750","32","group","equalstatus","4","ingroup",0,4
"55","EG01","4752","32","group","equalstatus","4","ingroup",1,2
"56","EG01","4760","32","group","equalstatus","4","ingroup",1,5
"57","EG01","4759","40","group","equalstatus","5","ingroup",1,6
"58","EG01","4757","40","group","equalstatus","5","ingroup",1,8
"59","EG01","4761","40","group","equalstatus","5","ingroup",1,8
"60","EG01","4763","40","group","equalstatus","5","ingroup",1,8
"61","EG01","4753","40","group","equalstatus","5","ingroup",1,4
"62","EG01","4751","40","group","equalstatus","5","ingroup",1,7
"63","EG01","4754","40","group","equalstatus","5","ingroup",1,8
"64","EG01","4755","40","group","equalstatus","5","ingroup",1,8
"65","EG01","4756","40","group","equalstatus","5","ingroup",1,7
"66","EG01","4758","40","group","equalstatus","5","ingroup",0,3
"67","EG01","4762","40","group","equalstatus","5","ingroup",1,7
"68","EG01","4750","40","group","equalstatus","5","ingroup",1,3
"69","EG01","4752","40","group","equalstatus","5","ingroup",0,4
"70","EG01","4760","40","group","equalstatus","5","ingroup",1,7
"71","EG02","4899","8","group","equalstatus","1","ingroup",1,3
"72","EG02","4897","8","group","equalstatus","1","ingroup",0,2
"73","EG02","4901","8","group","equalstatus","1","ingroup",0,6
"74","EG02","4903","8","group","equalstatus","1","ingroup",1,7
"75","EG02","4893","8","group","equalstatus","1","ingroup",1,4
"76","EG02","4891","8","group","equalstatus","1","ingroup",1,6
"77","EG02","4894","8","group","equalstatus","1","ingroup",1,8
"78","EG02","4895","8","group","equalstatus","1","ingroup",0,3
"79","EG02","4896","8","group","equalstatus","1","ingroup",1,5
"80","EG02","4898","8","group","equalstatus","1","ingroup",1,8
"81","EG02","4902","8","group","equalstatus","1","ingroup",1,8
"82","EG02","4890","8","group","equalstatus","1","ingroup",0,7
"83","EG02","4892","8","group","equalstatus","1","ingroup",0,3
"84","EG02","4900","8","group","equalstatus","1","ingroup",0,5
"85","EG02","4899","16","group","equalstatus","2","ingroup",1,4
"86","EG02","4897","16","group","equalstatus","2","ingroup",0,1
"87","EG02","4901","16","group","equalstatus","2","ingroup",1,2
"88","EG02","4903","16","group","equalstatus","2","ingroup",1,5
"89","EG02","4893","16","group","equalstatus","2","ingroup",1,7
"90","EG02","4891","16","group","equalstatus","2","ingroup",1,8
"91","EG02","4894","16","group","equalstatus","2","ingroup",1,7
"92","EG02","4895","16","group","equalstatus","2","ingroup",0,1
"93","EG02","4896","16","group","equalstatus","2","ingroup",1,8
"94","EG02","4898","16","group","equalstatus","2","ingroup",1,8
"95","EG02","4902","16","group","equalstatus","2","ingroup",1,6
"96","EG02","4890","16","group","equalstatus","2","ingroup",1,8
"97","EG02","4892","16","group","equalstatus","2","ingroup",0,1
"98","EG02","4900","16","group","equalstatus","2","ingroup",1,7
"99","EG02","4899","24","group","equalstatus","3","ingroup",1,4
"100","EG02","4897","24","group","equalstatus","3","ingroup",1,6
"101","EG02","4901","24","group","equalstatus","3","ingroup",1,8
"102","EG02","4903","24","group","equalstatus","3","ingroup",1,8
"103","EG02","4893","24","group","equalstatus","3","ingroup",1,7
"104","EG02","4891","24","group","equalstatus","3","ingroup",0,5
"105","EG02","4894","24","group","equalstatus","3","ingroup",1,8
"106","EG02","4895","24","group","equalstatus","3","ingroup",1,4
"107","EG02","4896","24","group","equalstatus","3","ingroup",1,8
"108","EG02","4898","24","group","equalstatus","3","ingroup",1,7
"109","EG02","4902","24","group","equalstatus","3","ingroup",1,8
"110","EG02","4890","24","group","equalstatus","3","ingroup",1,8
"111","EG02","4892","24","group","equalstatus","3","ingroup",1,3
"112","EG02","4900","24","group","equalstatus","3","ingroup",0,3
"113","EG02","4899","32","group","equalstatus","4","ingroup",0,3
"114","EG02","4897","32","group","equalstatus","4","ingroup",0,4
"115","EG02","4901","32","group","equalstatus","4","ingroup",1,8
"116","EG02","4903","32","group","equalstatus","4","ingroup",1,8
"117","EG02","4893","32","group","equalstatus","4","ingroup",1,7
"118","EG02","4891","32","group","equalstatus","4","ingroup",1,8
"119","EG02","4894","32","group","equalstatus","4","ingroup",1,8
"120","EG02","4895","32","group","equalstatus","4","ingroup",1,5
"121","EG02","4896","32","group","equalstatus","4","ingroup",1,7
"122","EG02","4898","32","group","equalstatus","4","ingroup",1,8
"123","EG02","4902","32","group","equalstatus","4","ingroup",1,8
"124","EG02","4890","32","group","equalstatus","4","ingroup",1,8
"125","EG02","4892","32","group","equalstatus","4","ingroup",0,0
"126","EG02","4900","32","group","equalstatus","4","ingroup",1,5
"127","EG02","4899","40","group","equalstatus","5","ingroup",0,6
"128","EG02","4897","40","group","equalstatus","5","ingroup",0,4
"129","EG02","4901","40","group","equalstatus","5","ingroup",1,8
"130","EG02","4903","40","group","equalstatus","5","ingroup",1,8
"131","EG02","4893","40","group","equalstatus","5","ingroup",0,7
"132","EG02","4891","40","group","equalstatus","5","ingroup",1,8
"133","EG02","4894","40","group","equalstatus","5","ingroup",1,8
"134","EG02","4895","40","group","equalstatus","5","ingroup",1,4
"135","EG02","4896","40","group","equalstatus","5","ingroup",1,7
"136","EG02","4898","40","group","equalstatus","5","ingroup",1,8
"137","EG02","4902","40","group","equalstatus","5","ingroup",1,8
"138","EG02","4890","40","group","equalstatus","5","ingroup",1,8
"139","EG02","4892","40","group","equalstatus","5","ingroup",1,4
"140","EG02","4900","40","group","equalstatus","5","ingroup",1,5
"141","EG03","5201","8","group","equalstatus","1","ingroup",1,8
"142","EG03","5199","8","group","equalstatus","1","ingroup",1,7
"143","EG03","5203","8","group","equalstatus","1","ingroup",0,1
"144","EG03","5205","8","group","equalstatus","1","ingroup",1,5
"145","EG03","5195","8","group","equalstatus","1","ingroup",1,8
"146","EG03","5193","8","group","equalstatus","1","ingroup",1,8
"147","EG03","5196","8","group","equalstatus","1","ingroup",0,5
"148","EG03","5197","8","group","equalstatus","1","ingroup",0,0
"149","EG03","5198","8","group","equalstatus","1","ingroup",0,7
"150","EG03","5200","8","group","equalstatus","1","ingroup",0,6
"151","EG03","5204","8","group","equalstatus","1","ingroup",1,4
"152","EG03","5192","8","group","equalstatus","1","ingroup",1,8
"153","EG03","5194","8","group","equalstatus","1","ingroup",1,5
"154","EG03","5202","8","group","equalstatus","1","ingroup",1,8
"155","EG03","5201","16","group","equalstatus","2","ingroup",1,8
"156","EG03","5199","16","group","equalstatus","2","ingroup",1,3
"157","EG03","5203","16","group","equalstatus","2","ingroup",0,1
"158","EG03","5205","16","group","equalstatus","2","ingroup",0,7
"159","EG03","5195","16","group","equalstatus","2","ingroup",1,8
"160","EG03","5193","16","group","equalstatus","2","ingroup",1,8
"161","EG03","5196","16","group","equalstatus","2","ingroup",0,7
"162","EG03","5197","16","group","equalstatus","2","ingroup",0,0
"163","EG03","5198","16","group","equalstatus","2","ingroup",1,8
"164","EG03","5200","16","group","equalstatus","2","ingroup",1,8
"165","EG03","5204","16","group","equalstatus","2","ingroup",1,5
"166","EG03","5192","16","group","equalstatus","2","ingroup",1,4
"167","EG03","5194","16","group","equalstatus","2","ingroup",1,1
"168","EG03","5202","16","group","equalstatus","2","ingroup",1,8
"169","EG03","5201","24","group","equalstatus","3","ingroup",1,7
"170","EG03","5199","24","group","equalstatus","3","ingroup",1,6
"171","EG03","5203","24","group","equalstatus","3","ingroup",0,0
"172","EG03","5205","24","group","equalstatus","3","ingroup",1,7
"173","EG03","5195","24","group","equalstatus","3","ingroup",1,8
"174","EG03","5193","24","group","equalstatus","3","ingroup",1,7
"175","EG03","5196","24","group","equalstatus","3","ingroup",1,5
"176","EG03","5197","24","group","equalstatus","3","ingroup",0,0
"177","EG03","5198","24","group","equalstatus","3","ingroup",1,8
"178","EG03","5200","24","group","equalstatus","3","ingroup",1,8
"179","EG03","5204","24","group","equalstatus","3","ingroup",1,7
"180","EG03","5192","24","group","equalstatus","3","ingroup",1,7
"181","EG03","5194","24","group","equalstatus","3","ingroup",1,6
"182","EG03","5202","24","group","equalstatus","3","ingroup",1,8
"183","EG03","5201","32","group","equalstatus","4","ingroup",1,8
"184","EG03","5199","32","group","equalstatus","4","ingroup",1,8
"185","EG03","5203","32","group","equalstatus","4","ingroup",0,0
"186","EG03","5205","32","group","equalstatus","4","ingroup",0,7
"187","EG03","5195","32","group","equalstatus","4","ingroup",1,8
"188","EG03","5193","32","group","equalstatus","4","ingroup",1,7
"189","EG03","5196","32","group","equalstatus","4","ingroup",1,6
"190","EG03","5197","32","group","equalstatus","4","ingroup",0,0
"191","EG03","5198","32","group","equalstatus","4","ingroup",1,6
"192","EG03","5200","32","group","equalstatus","4","ingroup",1,8
"193","EG03","5204","32","group","equalstatus","4","ingroup",1,6
"194","EG03","5192","32","group","equalstatus","4","ingroup",1,8
"195","EG03","5194","32","group","equalstatus","4","ingroup",0,4
"196","EG03","5202","32","group","equalstatus","4","ingroup",1,8
"197","EG03","5201","40","group","equalstatus","5","ingroup",1,8
"198","EG03","5199","40","group","equalstatus","5","ingroup",1,8
"199","EG03","5203","40","group","equalstatus","5","ingroup",0,0
"200","EG03","5205","40","group","equalstatus","5","ingroup",1,7
"201","EG03","5195","40","group","equalstatus","5","ingroup",1,8
"202","EG03","5193","40","group","equalstatus","5","ingroup",1,8
"203","EG03","5196","40","group","equalstatus","5","ingroup",1,7
"204","EG03","5197","40","group","equalstatus","5","ingroup",0,0
"205","EG03","5198","40","group","equalstatus","5","ingroup",1,8
"206","EG03","5200","40","group","equalstatus","5","ingroup",1,8
"207","EG03","5204","40","group","equalstatus","5","ingroup",1,8
"208","EG03","5192","40","group","equalstatus","5","ingroup",1,8
"209","EG03","5194","40","group","equalstatus","5","ingroup",1,7
"210","EG03","5202","40","group","equalstatus","5","ingroup",1,8
"211","EG05","5841","8","group","equalstatus","1","ingroup",1,7
"212","EG05","5839","8","group","equalstatus","1","ingroup",1,8
"213","EG05","5843","8","group","equalstatus","1","ingroup",1,8
"214","EG05","5845","8","group","equalstatus","1","ingroup",0,5
"215","EG05","5835","8","group","equalstatus","1","ingroup",1,4
"216","EG05","5833","8","group","equalstatus","1","ingroup",1,8
"217","EG05","5836","8","group","equalstatus","1","ingroup",1,8
"218","EG05","5837","8","group","equalstatus","1","ingroup",0,3
"219","EG05","5838","8","group","equalstatus","1","ingroup",1,4
"220","EG05","5840","8","group","equalstatus","1","ingroup",1,7
"221","EG05","5844","8","group","equalstatus","1","ingroup",1,8
"222","EG05","5832","8","group","equalstatus","1","ingroup",0,1
"223","EG05","5834","8","group","equalstatus","1","ingroup",1,5
"224","EG05","5842","8","group","equalstatus","1","ingroup",1,4
"225","EG05","5841","16","group","equalstatus","2","ingroup",1,6
"226","EG05","5839","16","group","equalstatus","2","ingroup",1,8
"227","EG05","5843","16","group","equalstatus","2","ingroup",1,8
"228","EG05","5845","16","group","equalstatus","2","ingroup",1,7
"229","EG05","5835","16","group","equalstatus","2","ingroup",1,7
"230","EG05","5833","16","group","equalstatus","2","ingroup",1,8
"231","EG05","5836","16","group","equalstatus","2","ingroup",1,7
"232","EG05","5837","16","group","equalstatus","2","ingroup",1,4
"233","EG05","5838","16","group","equalstatus","2","ingroup",1,5
"234","EG05","5840","16","group","equalstatus","2","ingroup",1,8
"235","EG05","5844","16","group","equalstatus","2","ingroup",1,8
"236","EG05","5832","16","group","equalstatus","2","ingroup",1,3
"237","EG05","5834","16","group","equalstatus","2","ingroup",0,5
"238","EG05","5842","16","group","equalstatus","2","ingroup",1,7
"239","EG05","5841","24","group","equalstatus","3","ingroup",0,6
"240","EG05","5839","24","group","equalstatus","3","ingroup",1,8
"241","EG05","5843","24","group","equalstatus","3","ingroup",1,8
"242","EG05","5845","24","group","equalstatus","3","ingroup",1,6
"243","EG05","5835","24","group","equalstatus","3","ingroup",1,7
"244","EG05","5833","24","group","equalstatus","3","ingroup",1,8
"245","EG05","5836","24","group","equalstatus","3","ingroup",1,8
"246","EG05","5837","24","group","equalstatus","3","ingroup",0,2
"247","EG05","5838","24","group","equalstatus","3","ingroup",1,3
"248","EG05","5840","24","group","equalstatus","3","ingroup",1,8
"249","EG05","5844","24","group","equalstatus","3","ingroup",1,7
"250","EG05","5832","24","group","equalstatus","3","ingroup",0,4
"251","EG05","5834","24","group","equalstatus","3","ingroup",1,3
"252","EG05","5842","24","group","equalstatus","3","ingroup",1,8
"253","EG05","5841","32","group","equalstatus","4","ingroup",1,3
"254","EG05","5839","32","group","equalstatus","4","ingroup",1,8
"255","EG05","5843","32","group","equalstatus","4","ingroup",1,8
"256","EG05","5845","32","group","equalstatus","4","ingroup",1,8
"257","EG05","5835","32","group","equalstatus","4","ingroup",0,7
"258","EG05","5833","32","group","equalstatus","4","ingroup",1,8
"259","EG05","5836","32","group","equalstatus","4","ingroup",1,8
"260","EG05","5837","32","group","equalstatus","4","ingroup",0,3
"261","EG05","5838","32","group","equalstatus","4","ingroup",1,6
"262","EG05","5840","32","group","equalstatus","4","ingroup",1,8
"263","EG05","5844","32","group","equalstatus","4","ingroup",1,7
"264","EG05","5832","32","group","equalstatus","4","ingroup",0,4
"265","EG05","5834","32","group","equalstatus","4","ingroup",1,1
"266","EG05","5842","32","group","equalstatus","4","ingroup",1,8
"267","EG05","5841","40","group","equalstatus","5","ingroup",1,8
"268","EG05","5839","40","group","equalstatus","5","ingroup",0,7
"269","EG05","5843","40","group","equalstatus","5","ingroup",1,8
"270","EG05","5845","40","group","equalstatus","5","ingroup",1,8
"271","EG05","5835","40","group","equalstatus","5","ingroup",1,8
"272","EG05","5833","40","group","equalstatus","5","ingroup",1,8
"273","EG05","5836","40","group","equalstatus","5","ingroup",1,8
"274","EG05","5837","40","group","equalstatus","5","ingroup",1,4
"275","EG05","5838","40","group","equalstatus","5","ingroup",1,8
"276","EG05","5840","40","group","equalstatus","5","ingroup",1,8
"277","EG05","5844","40","group","equalstatus","5","ingroup",1,8
"278","EG05","5832","40","group","equalstatus","5","ingroup",0,1
"279","EG05","5834","40","group","equalstatus","5","ingroup",1,3
"280","EG05","5842","40","group","equalstatus","5","ingroup",1,8
"281","EI01","4451","8","individual","equalstatus","1","ingroup",1,5
"282","EI01","4449","8","individual","equalstatus","1","ingroup",1,4
"283","EI01","4453","8","individual","equalstatus","1","ingroup",0,4
"284","EI01","4455","8","individual","equalstatus","1","ingroup",1,4
"285","EI01","4445","8","individual","equalstatus","1","ingroup",0,2
"286","EI01","4443","8","individual","equalstatus","1","ingroup",1,6
"287","EI01","4446","8","individual","equalstatus","1","ingroup",1,2
"288","EI01","4447","8","individual","equalstatus","1","ingroup",0,1
"289","EI01","4448","8","individual","equalstatus","1","ingroup",0,0
"290","EI01","4450","8","individual","equalstatus","1","ingroup",0,0
"291","EI01","4454","8","individual","equalstatus","1","ingroup",0,4
"292","EI01","4442","8","individual","equalstatus","1","ingroup",1,5
"293","EI01","4444","8","individual","equalstatus","1","ingroup",0,5
"294","EI01","4452","8","individual","equalstatus","1","ingroup",1,5
"295","EI01","4451","16","individual","equalstatus","2","ingroup",0,6
"296","EI01","4449","16","individual","equalstatus","2","ingroup",1,4
"297","EI01","4453","16","individual","equalstatus","2","ingroup",1,5
"298","EI01","4455","16","individual","equalstatus","2","ingroup",1,5
"299","EI01","4445","16","individual","equalstatus","2","ingroup",0,4
"300","EI01","4443","16","individual","equalstatus","2","ingroup",0,2
"301","EI01","4446","16","individual","equalstatus","2","ingroup",0,4
"302","EI01","4447","16","individual","equalstatus","2","ingroup",1,5
"303","EI01","4448","16","individual","equalstatus","2","ingroup",0,0
"304","EI01","4450","16","individual","equalstatus","2","ingroup",1,4
"305","EI01","4454","16","individual","equalstatus","2","ingroup",0,4
"306","EI01","4442","16","individual","equalstatus","2","ingroup",1,5
"307","EI01","4444","16","individual","equalstatus","2","ingroup",0,5
"308","EI01","4452","16","individual","equalstatus","2","ingroup",1,5
"309","EI01","4451","24","individual","equalstatus","3","ingroup",1,7
"310","EI01","4449","24","individual","equalstatus","3","ingroup",0,4
"311","EI01","4453","24","individual","equalstatus","3","ingroup",1,7
"312","EI01","4455","24","individual","equalstatus","3","ingroup",1,7
"313","EI01","4445","24","individual","equalstatus","3","ingroup",0,6
"314","EI01","4443","24","individual","equalstatus","3","ingroup",1,4
"315","EI01","4446","24","individual","equalstatus","3","ingroup",1,5
"316","EI01","4447","24","individual","equalstatus","3","ingroup",0,4
"317","EI01","4448","24","individual","equalstatus","3","ingroup",0,0
"318","EI01","4450","24","individual","equalstatus","3","ingroup",1,5
"319","EI01","4454","24","individual","equalstatus","3","ingroup",0,4
"320","EI01","4442","24","individual","equalstatus","3","ingroup",0,2
"321","EI01","4444","24","individual","equalstatus","3","ingroup",1,5
"322","EI01","4452","24","individual","equalstatus","3","ingroup",1,4
"323","EI01","4451","32","individual","equalstatus","4","ingroup",0,5
"324","EI01","4449","32","individual","equalstatus","4","ingroup",0,7
"325","EI01","4453","32","individual","equalstatus","4","ingroup",0,5
"326","EI01","4455","32","individual","equalstatus","4","ingroup",0,5
"327","EI01","4445","32","individual","equalstatus","4","ingroup",1,3
"328","EI01","4443","32","individual","equalstatus","4","ingroup",0,0
"329","EI01","4446","32","individual","equalstatus","4","ingroup",0,1
"330","EI01","4447","32","individual","equalstatus","4","ingroup",0,1
"331","EI01","4448","32","individual","equalstatus","4","ingroup",0,0
"332","EI01","4450","32","individual","equalstatus","4","ingroup",0,4
"333","EI01","4454","32","individual","equalstatus","4","ingroup",0,3
"334","EI01","4442","32","individual","equalstatus","4","ingroup",0,4
"335","EI01","4444","32","individual","equalstatus","4","ingroup",0,2
"336","EI01","4452","32","individual","equalstatus","4","ingroup",1,5
"337","EI01","4451","40","individual","equalstatus","5","ingroup",1,7
"338","EI01","4449","40","individual","equalstatus","5","ingroup",1,5
"339","EI01","4453","40","individual","equalstatus","5","ingroup",0,3
"340","EI01","4455","40","individual","equalstatus","5","ingroup",1,6
"341","EI01","4445","40","individual","equalstatus","5","ingroup",0,3
"342","EI01","4443","40","individual","equalstatus","5","ingroup",0,0
"343","EI01","4446","40","individual","equalstatus","5","ingroup",0,2
"344","EI01","4447","40","individual","equalstatus","5","ingroup",0,2
"345","EI01","4448","40","individual","equalstatus","5","ingroup",0,2
"346","EI01","4450","40","individual","equalstatus","5","ingroup",0,2
"347","EI01","4454","40","individual","equalstatus","5","ingroup",0,3
"348","EI01","4442","40","individual","equalstatus","5","ingroup",0,4
"349","EI01","4444","40","individual","equalstatus","5","ingroup",0,3
"350","EI01","4452","40","individual","equalstatus","5","ingroup",1,3
"351","EI02","4871","8","individual","equalstatus","1","ingroup",0,1
"352","EI02","4869","8","individual","equalstatus","1","ingroup",1,3
"353","EI02","4873","8","individual","equalstatus","1","ingroup",1,3
"354","EI02","4875","8","individual","equalstatus","1","ingroup",0,1
"355","EI02","4865","8","individual","equalstatus","1","ingroup",1,3
"356","EI02","4863","8","individual","equalstatus","1","ingroup",0,2
"357","EI02","4866","8","individual","equalstatus","1","ingroup",0,4
"358","EI02","4867","8","individual","equalstatus","1","ingroup",0,2
"359","EI02","4868","8","individual","equalstatus","1","ingroup",1,2
"360","EI02","4870","8","individual","equalstatus","1","ingroup",1,4
"361","EI02","4874","8","individual","equalstatus","1","ingroup",1,5
"362","EI02","4862","8","individual","equalstatus","1","ingroup",0,5
"363","EI02","4864","8","individual","equalstatus","1","ingroup",0,3
"364","EI02","4872","8","individual","equalstatus","1","ingroup",1,3
"365","EI02","4871","16","individual","equalstatus","2","ingroup",0,2
"366","EI02","4869","16","individual","equalstatus","2","ingroup",0,1
"367","EI02","4873","16","individual","equalstatus","2","ingroup",0,3
"368","EI02","4875","16","individual","equalstatus","2","ingroup",0,1
"369","EI02","4865","16","individual","equalstatus","2","ingroup",1,6
"370","EI02","4863","16","individual","equalstatus","2","ingroup",0,7
"371","EI02","4866","16","individual","equalstatus","2","ingroup",1,3
"372","EI02","4867","16","individual","equalstatus","2","ingroup",1,3
"373","EI02","4868","16","individual","equalstatus","2","ingroup",0,5
"374","EI02","4870","16","individual","equalstatus","2","ingroup",1,4
"375","EI02","4874","16","individual","equalstatus","2","ingroup",1,5
"376","EI02","4862","16","individual","equalstatus","2","ingroup",0,5
"377","EI02","4864","16","individual","equalstatus","2","ingroup",0,4
"378","EI02","4872","16","individual","equalstatus","2","ingroup",0,4
"379","EI02","4871","24","individual","equalstatus","3","ingroup",0,2
"380","EI02","4869","24","individual","equalstatus","3","ingroup",0,5
"381","EI02","4873","24","individual","equalstatus","3","ingroup",0,2
"382","EI02","4875","24","individual","equalstatus","3","ingroup",1,4
"383","EI02","4865","24","individual","equalstatus","3","ingroup",1,1
"384","EI02","4863","24","individual","equalstatus","3","ingroup",1,5
"385","EI02","4866","24","individual","equalstatus","3","ingroup",1,3
"386","EI02","4867","24","individual","equalstatus","3","ingroup",1,4
"387","EI02","4868","24","individual","equalstatus","3","ingroup",1,4
"388","EI02","4870","24","individual","equalstatus","3","ingroup",1,2
"389","EI02","4874","24","individual","equalstatus","3","ingroup",0,3
"390","EI02","4862","24","individual","equalstatus","3","ingroup",1,3
"391","EI02","4864","24","individual","equalstatus","3","ingroup",1,5
"392","EI02","4872","24","individual","equalstatus","3","ingroup",0,4
"393","EI02","4871","32","individual","equalstatus","4","ingroup",0,0
"394","EI02","4869","32","individual","equalstatus","4","ingroup",1,6
"395","EI02","4873","32","individual","equalstatus","4","ingroup",0,5
"396","EI02","4875","32","individual","equalstatus","4","ingroup",1,5
"397","EI02","4865","32","individual","equalstatus","4","ingroup",1,5
"398","EI02","4863","32","individual","equalstatus","4","ingroup",0,5
"399","EI02","4866","32","individual","equalstatus","4","ingroup",0,6
"400","EI02","4867","32","individual","equalstatus","4","ingroup",1,1
"401","EI02","4868","32","individual","equalstatus","4","ingroup",1,7
"402","EI02","4870","32","individual","equalstatus","4","ingroup",0,5
"403","EI02","4874","32","individual","equalstatus","4","ingroup",1,4
"404","EI02","4862","32","individual","equalstatus","4","ingroup",0,2
"405","EI02","4864","32","individual","equalstatus","4","ingroup",0,5
"406","EI02","4872","32","individual","equalstatus","4","ingroup",0,4
"407","EI02","4871","40","individual","equalstatus","5","ingroup",0,0
"408","EI02","4869","40","individual","equalstatus","5","ingroup",1,6
"409","EI02","4873","40","individual","equalstatus","5","ingroup",0,5
"410","EI02","4875","40","individual","equalstatus","5","ingroup",0,7
"411","EI02","4865","40","individual","equalstatus","5","ingroup",0,3
"412","EI02","4863","40","individual","equalstatus","5","ingroup",1,4
"413","EI02","4866","40","individual","equalstatus","5","ingroup",1,5
"414","EI02","4867","40","individual","equalstatus","5","ingroup",1,5
"415","EI02","4868","40","individual","equalstatus","5","ingroup",1,6
"416","EI02","4870","40","individual","equalstatus","5","ingroup",0,3
"417","EI02","4874","40","individual","equalstatus","5","ingroup",0,4
"418","EI02","4862","40","individual","equalstatus","5","ingroup",1,5
"419","EI02","4864","40","individual","equalstatus","5","ingroup",0,0
"420","EI02","4872","40","individual","equalstatus","5","ingroup",0,1
"421","EI03","4997","8","individual","equalstatus","1","ingroup",0,4
"422","EI03","4995","8","individual","equalstatus","1","ingroup",1,4
"423","EI03","4999","8","individual","equalstatus","1","ingroup",1,4
"424","EI03","5001","8","individual","equalstatus","1","ingroup",0,3
"425","EI03","4991","8","individual","equalstatus","1","ingroup",1,7
"426","EI03","4989","8","individual","equalstatus","1","ingroup",1,6
"427","EI03","4992","8","individual","equalstatus","1","ingroup",0,2
"428","EI03","4993","8","individual","equalstatus","1","ingroup",1,3
"429","EI03","4994","8","individual","equalstatus","1","ingroup",1,5
"430","EI03","4996","8","individual","equalstatus","1","ingroup",0,1
"431","EI03","5000","8","individual","equalstatus","1","ingroup",0,5
"432","EI03","4988","8","individual","equalstatus","1","ingroup",1,4
"433","EI03","4990","8","individual","equalstatus","1","ingroup",0,4
"434","EI03","4998","8","individual","equalstatus","1","ingroup",1,6
"435","EI03","4997","16","individual","equalstatus","2","ingroup",0,3
"436","EI03","4995","16","individual","equalstatus","2","ingroup",0,5
"437","EI03","4999","16","individual","equalstatus","2","ingroup",1,7
"438","EI03","5001","16","individual","equalstatus","2","ingroup",0,3
"439","EI03","4991","16","individual","equalstatus","2","ingroup",0,5
"440","EI03","4989","16","individual","equalstatus","2","ingroup",1,6
"441","EI03","4992","16","individual","equalstatus","2","ingroup",1,4
"442","EI03","4993","16","individual","equalstatus","2","ingroup",1,5
"443","EI03","4994","16","individual","equalstatus","2","ingroup",0,4
"444","EI03","4996","16","individual","equalstatus","2","ingroup",1,4
