"","game","id","roundno","groupness","equalitycondition","tokenstoingroup","tokenstooutgroup","tokenstoself","roundcat","ingroupfav","selfgiving"
"1200","IM2G03","5172","8","individual","highstatus",1,0,0,"1",1,0
"1201","IM2G03","5176","8","individual","highstatus",1,0,1,"1",1,0.875
"1202","IM2G03","5164","8","individual","lowstatus",1,0,0,"1",0.25,0
"1203","IM2G03","5166","8","individual","highstatus",1,0,0,"1",0.5,0
"1204","IM2G03","5174","8","individual","lowstatus",0,1,0,"1",0.375,0
"1205","IM2G03","5173","16","individual","highstatus",0,1,0,"2",0.75,0
"1206","IM2G03","5171","16","individual","lowstatus",1,0,1,"2",1,1
"1207","IM2G03","5175","16","individual","highstatus",0,1,0,"2",0.5,0
"1208","IM2G03","5177","16","individual","lowstatus",0,1,0,"2",0.25,0
"1209","IM2G03","5167","16","individual","highstatus",1,0,1,"2",0.625,0.375
"1210","IM2G03","5165","16","individual","highstatus",1,0,0,"2",1,0
"1211","IM2G03","5168","16","individual","highstatus",1,0,1,"2",1,0.75
"1212","IM2G03","5169","16","individual","highstatus",0,1,0,"2",0.75,0
"1213","IM2G03","5170","16","individual","highstatus",1,0,0,"2",0.625,0.25
"1214","IM2G03","5172","16","individual","highstatus",1,0,0,"2",0.75,0
"1215","IM2G03","5176","16","individual","highstatus",1,0,1,"2",1,0.875
"1216","IM2G03","5164","16","individual","lowstatus",0,1,0,"2",0,0
"1217","IM2G03","5166","16","individual","highstatus",0,1,0,"2",0.375,0.125
"1218","IM2G03","5174","16","individual","lowstatus",0,1,0,"2",0.25,0
"1219","IM2G03","5173","24","individual","highstatus",0,1,0,"3",0.625,0
"1220","IM2G03","5171","24","individual","lowstatus",1,0,1,"3",1,1
"1221","IM2G03","5175","24","individual","highstatus",1,0,0,"3",0.875,0
"1222","IM2G03","5177","24","individual","lowstatus",0,1,0,"3",0.25,0
"1223","IM2G03","5167","24","individual","highstatus",0,1,0,"3",0.5,0.375
"1224","IM2G03","5165","24","individual","highstatus",1,0,0,"3",1,0
"1225","IM2G03","5168","24","individual","highstatus",1,0,1,"3",1,0.875
"1226","IM2G03","5169","24","individual","highstatus",1,0,1,"3",0.875,0.375
"1227","IM2G03","5170","24","individual","highstatus",0,1,0,"3",0.375,0
"1228","IM2G03","5172","24","individual","highstatus",1,0,0,"3",0.625,0
"1229","IM2G03","5176","24","individual","highstatus",1,0,0,"3",0.875,0.5
"1230","IM2G03","5164","24","individual","lowstatus",0,1,0,"3",0.125,0
"1231","IM2G03","5166","24","individual","highstatus",1,0,1,"3",0.625,0.25
"1232","IM2G03","5174","24","individual","lowstatus",0,1,0,"3",0.125,0
"1233","IM2G03","5173","32","individual","highstatus",0,1,0,"4",0.6,0
"1234","IM2G03","5171","32","individual","lowstatus",1,0,1,"4",1,1
"1235","IM2G03","5175","32","individual","highstatus",1,0,0,"4",0.75,0
"1236","IM2G03","5177","32","individual","lowstatus",0,1,0,"4",0.25,0
"1237","IM2G03","5167","32","individual","highstatus",0,1,0,"4",0.625,0.625
"1238","IM2G03","5165","32","individual","highstatus",0,0,0,"4",1,0
"1239","IM2G03","5168","32","individual","highstatus",1,0,1,"4",1,1
"1240","IM2G03","5169","32","individual","highstatus",1,0,1,"4",1,0.125
"1241","IM2G03","5170","32","individual","highstatus",1,0,0,"4",0.625,0.25
"1242","IM2G03","5172","32","individual","highstatus",1,0,0,"4",0.75,0
"1243","IM2G03","5176","32","individual","highstatus",1,0,0,"4",1,0.5
"1244","IM2G03","5164","32","individual","lowstatus",1,0,0,"4",0.125,0
"1245","IM2G03","5166","32","individual","highstatus",0,1,0,"4",0.375,0
"1246","IM2G03","5174","32","individual","lowstatus",0,1,0,"4",0.25,0
"1247","IM2G03","5173","40","individual","highstatus",1,0,0,"5",1,0
"1248","IM2G03","5171","40","individual","lowstatus",1,0,1,"5",1,1
"1249","IM2G03","5175","40","individual","highstatus",0,1,0,"5",0.75,0
"1250","IM2G03","5177","40","individual","lowstatus",1,0,0,"5",0.125,0
"1251","IM2G03","5167","40","individual","highstatus",1,0,1,"5",0.75,0.625
"1252","IM2G03","5165","40","individual","highstatus",0,0,0,"5",1,0.125
"1253","IM2G03","5168","40","individual","highstatus",1,0,1,"5",1,1
"1254","IM2G03","5169","40","individual","highstatus",0,0,0,"5",1,0.25
"1255","IM2G03","5170","40","individual","highstatus",0,1,0,"5",0.5,0.25
"1256","IM2G03","5172","40","individual","highstatus",0,1,0,"5",0.4,0.125
"1257","IM2G03","5176","40","individual","highstatus",1,0,1,"5",0.75,0.375
"1258","IM2G03","5164","40","individual","lowstatus",0,1,0,"5",0.125,0
"1259","IM2G03","5166","40","individual","highstatus",1,0,1,"5",0.75,0.5
"1260","IM2G03","5174","40","individual","lowstatus",1,0,0,"5",0.375,0
"1261","IM2G04","5553","8","individual","highstatus",1,0,0,"1",0.875,0
"1262","IM2G04","5551","8","individual","lowstatus",1,0,0,"1",0.375,0
"1263","IM2G04","5555","8","individual","highstatus",1,0,0,"1",0.875,0
"1264","IM2G04","5557","8","individual","lowstatus",1,0,0,"1",0.25,0
"1265","IM2G04","5547","8","individual","highstatus",1,0,0,"1",0.5,0
"1266","IM2G04","5545","8","individual","highstatus",1,0,0,"1",0.625,0
"1267","IM2G04","5548","8","individual","highstatus",0,1,0,"1",0.625,0
"1268","IM2G04","5549","8","individual","highstatus",1,0,0,"1",0.875,0
"1269","IM2G04","5550","8","individual","highstatus",1,0,0,"1",0.5,0
"1270","IM2G04","5552","8","individual","highstatus",1,0,0,"1",1,0
"1271","IM2G04","5556","8","individual","highstatus",1,0,0,"1",1,0.125
"1272","IM2G04","5544","8","individual","lowstatus",1,0,0,"1",1,0
"1273","IM2G04","5546","8","individual","highstatus",1,0,0,"1",1,0
"1274","IM2G04","5554","8","individual","lowstatus",0,1,0,"1",0.375,0
"1275","IM2G04","5553","16","individual","highstatus",1,0,1,"2",1,0.375
"1276","IM2G04","5551","16","individual","lowstatus",0,1,0,"2",0.125,0
"1277","IM2G04","5555","16","individual","highstatus",1,0,0,"2",1,0
"1278","IM2G04","5557","16","individual","lowstatus",1,0,0,"2",0.75,0
"1279","IM2G04","5547","16","individual","highstatus",1,0,0,"2",0.875,0
"1280","IM2G04","5545","16","individual","highstatus",1,0,0,"2",0.25,0
"1281","IM2G04","5548","16","individual","highstatus",1,0,0,"2",0.875,0
"1282","IM2G04","5549","16","individual","highstatus",0,1,0,"2",0.75,0
"1283","IM2G04","5550","16","individual","highstatus",1,0,0,"2",1,0
"1284","IM2G04","5552","16","individual","highstatus",0,1,0,"2",0.75,0
"1285","IM2G04","5556","16","individual","highstatus",1,0,0,"2",1,0
"1286","IM2G04","5544","16","individual","lowstatus",1,0,0,"2",1,0
"1287","IM2G04","5546","16","individual","highstatus",1,0,0,"2",1,0
"1288","IM2G04","5554","16","individual","lowstatus",0,1,0,"2",0,0
"1289","IM2G04","5553","24","individual","highstatus",1,0,1,"3",0.875,0.875
"1290","IM2G04","5551","24","individual","lowstatus",0,1,0,"3",0,0
"1291","IM2G04","5555","24","individual","highstatus",1,0,0,"3",1,0
"1292","IM2G04","5557","24","individual","lowstatus",0,1,0,"3",0.5,0
"1293","IM2G04","5547","24","individual","highstatus",1,0,0,"3",1,0
"1294","IM2G04","5545","24","individual","highstatus",1,0,0,"3",0.75,0
"1295","IM2G04","5548","24","individual","highstatus",1,0,0,"3",0.625,0
"1296","IM2G04","5549","24","individual","highstatus",1,0,0,"3",0.75,0
"1297","IM2G04","5550","24","individual","highstatus",0,1,0,"3",0.625,0
"1298","IM2G04","5552","24","individual","highstatus",1,0,0,"3",0.875,0
"1299","IM2G04","5556","24","individual","highstatus",1,0,0,"3",1,0.25
"1300","IM2G04","5544","24","individual","lowstatus",1,0,0,"3",0.875,0
"1301","IM2G04","5546","24","individual","highstatus",1,0,0,"3",0.875,0
"1302","IM2G04","5554","24","individual","lowstatus",0,1,0,"3",0.125,0
"1303","IM2G04","5553","32","individual","highstatus",1,0,0,"4",1,0.375
"1304","IM2G04","5551","32","individual","lowstatus",0,1,0,"4",0.5,0
"1305","IM2G04","5555","32","individual","highstatus",1,0,0,"4",1,0
"1306","IM2G04","5557","32","individual","lowstatus",0,1,0,"4",0.875,0
"1307","IM2G04","5547","32","individual","highstatus",1,0,0,"4",0.75,0
"1308","IM2G04","5545","32","individual","highstatus",1,0,0,"4",0.875,0
"1309","IM2G04","5548","32","individual","highstatus",1,0,0,"4",0.875,0
"1310","IM2G04","5549","32","individual","highstatus",1,0,0,"4",1,0
"1311","IM2G04","5550","32","individual","highstatus",1,0,0,"4",0.875,0
"1312","IM2G04","5552","32","individual","highstatus",1,0,0,"4",1,0
"1313","IM2G04","5556","32","individual","highstatus",1,0,0,"4",1,0.375
"1314","IM2G04","5544","32","individual","lowstatus",0,1,0,"4",0.25,0
"1315","IM2G04","5546","32","individual","highstatus",1,0,0,"4",1,0
"1316","IM2G04","5554","32","individual","lowstatus",1,0,1,"4",0.5,0.125
"1317","IM2G04","5553","40","individual","highstatus",1,0,1,"5",1,0.5
"1318","IM2G04","5551","40","individual","lowstatus",1,0,0,"5",0.625,0
"1319","IM2G04","5555","40","individual","highstatus",1,0,0,"5",1,0
"1320","IM2G04","5557","40","individual","lowstatus",1,0,1,"5",0.75,0.375
"1321","IM2G04","5547","40","individual","highstatus",0,1,0,"5",0.75,0
"1322","IM2G04","5545","40","individual","highstatus",1,0,0,"5",1,0
"1323","IM2G04","5548","40","individual","highstatus",1,0,0,"5",0.875,0
"1324","IM2G04","5549","40","individual","highstatus",1,0,0,"5",1,0
"1325","IM2G04","5550","40","individual","highstatus",1,0,0,"5",1,0
"1326","IM2G04","5552","40","individual","highstatus",1,0,0,"5",1,0
"1327","IM2G04","5556","40","individual","highstatus",1,0,1,"5",1,0.75
"1328","IM2G04","5544","40","individual","lowstatus",1,0,0,"5",1,0
"1329","IM2G04","5546","40","individual","highstatus",1,0,0,"5",0.75,0
"1330","IM2G04","5554","40","individual","lowstatus",1,0,1,"5",1,0.875
"1331","IM2G05","5809","8","individual","highstatus",1,0,0,"1",1,0
"1332","IM2G05","5807","8","individual","lowstatus",0,1,0,"1",0.625,0
"1333","IM2G05","5811","8","individual","highstatus",1,0,0,"1",0.875,0
"1334","IM2G05","5813","8","individual","lowstatus",0,1,0,"1",0.125,0
"1335","IM2G05","5803","8","individual","highstatus",1,0,0,"1",1,0.125
"1336","IM2G05","5801","8","individual","highstatus",1,0,0,"1",1,0.625
"1337","IM2G05","5804","8","individual","highstatus",1,0,1,"1",1,1
"1338","IM2G05","5805","8","individual","highstatus",1,0,0,"1",0.75,0
"1339","IM2G05","5806","8","individual","highstatus",0,1,0,"1",0.625,0
"1340","IM2G05","5808","8","individual","highstatus",1,0,0,"1",1,0
"1341","IM2G05","5812","8","individual","highstatus",1,0,1,"1",1,0.5
"1342","IM2G05","5800","8","individual","lowstatus",1,0,0,"1",1,0
"1343","IM2G05","5802","8","individual","highstatus",1,0,0,"1",0.875,0.25
"1344","IM2G05","5810","8","individual","lowstatus",1,0,0,"1",1,0
"1345","IM2G05","5809","16","individual","highstatus",1,0,0,"2",0.875,0
"1346","IM2G05","5807","16","individual","lowstatus",0,1,0,"2",0.625,0
"1347","IM2G05","5811","16","individual","highstatus",1,0,0,"2",0.5,0
"1348","IM2G05","5813","16","individual","lowstatus",0,1,0,"2",0.375,0
"1349","IM2G05","5803","16","individual","highstatus",1,0,0,"2",1,0
"1350","IM2G05","5801","16","individual","highstatus",1,0,1,"2",1,0.875
"1351","IM2G05","5804","16","individual","highstatus",1,0,0,"2",1,0.375
"1352","IM2G05","5805","16","individual","highstatus",1,0,0,"2",0.75,0
"1353","IM2G05","5806","16","individual","highstatus",1,0,0,"2",0.875,0.5
"1354","IM2G05","5808","16","individual","highstatus",1,0,0,"2",1,0
"1355","IM2G05","5812","16","individual","highstatus",1,0,0,"2",1,0.375
"1356","IM2G05","5800","16","individual","lowstatus",1,0,0,"2",1,0
"1357","IM2G05","5802","16","individual","highstatus",1,0,1,"2",0.625,0.375
"1358","IM2G05","5810","16","individual","lowstatus",1,0,0,"2",1,0
"1359","IM2G05","5809","24","individual","highstatus",1,0,0,"3",1,0
"1360","IM2G05","5807","24","individual","lowstatus",1,0,0,"3",0.5,0
"1361","IM2G05","5811","24","individual","highstatus",0,1,0,"3",0.75,0
"1362","IM2G05","5813","24","individual","lowstatus",1,0,0,"3",0.5,0
"1363","IM2G05","5803","24","individual","highstatus",1,0,0,"3",1,0
"1364","IM2G05","5801","24","individual","highstatus",1,0,1,"3",1,0.875
"1365","IM2G05","5804","24","individual","highstatus",1,0,0,"3",1,0.5
"1366","IM2G05","5805","24","individual","highstatus",1,0,0,"3",0.875,0
"1367","IM2G05","5806","24","individual","highstatus",1,0,0,"3",1,0
"1368","IM2G05","5808","24","individual","highstatus",1,0,0,"3",1,0
"1369","IM2G05","5812","24","individual","highstatus",1,0,0,"3",1,0
"1370","IM2G05","5800","24","individual","lowstatus",1,0,0,"3",1,0
"1371","IM2G05","5802","24","individual","highstatus",1,0,0,"3",0.75,0.375
"1372","IM2G05","5810","24","individual","lowstatus",1,0,0,"3",1,0
"1373","IM2G05","5809","32","individual","highstatus",1,0,0,"4",1,0
"1374","IM2G05","5807","32","individual","lowstatus",0,1,0,"4",0.625,0
"1375","IM2G05","5811","32","individual","highstatus",1,0,0,"4",0.75,0
"1376","IM2G05","5813","32","individual","lowstatus",1,0,0,"4",0.375,0
"1377","IM2G05","5803","32","individual","highstatus",1,0,0,"4",1,0
"1378","IM2G05","5801","32","individual","highstatus",1,0,1,"4",1,0.875
"1379","IM2G05","5804","32","individual","highstatus",1,0,1,"4",1,0.75
"1380","IM2G05","5805","32","individual","highstatus",0,1,0,"4",0.75,0
"1381","IM2G05","5806","32","individual","highstatus",1,0,0,"4",1,0
"1382","IM2G05","5808","32","individual","highstatus",1,0,0,"4",1,0
"1383","IM2G05","5812","32","individual","highstatus",1,0,0,"4",1,0
"1384","IM2G05","5800","32","individual","lowstatus",1,0,0,"4",1,0
"1385","IM2G05","5802","32","individual","highstatus",1,0,1,"4",0.875,0.5
"1386","IM2G05","5810","32","individual","lowstatus",1,0,0,"4",1,0
"1387","IM2G05","5809","40","individual","highstatus",1,0,0,"5",1,0
"1388","IM2G05","5807","40","individual","lowstatus",0,1,0,"5",0.625,0
"1389","IM2G05","5811","40","individual","highstatus",0,1,0,"5",0.5,0
"1390","IM2G05","5813","40","individual","lowstatus",0,1,0,"5",0.625,0
"1391","IM2G05","5803","40","individual","highstatus",1,0,0,"5",1,0
"1392","IM2G05","5801","40","individual","highstatus",1,0,1,"5",1,0.875
"1393","IM2G05","5804","40","individual","highstatus",1,0,0,"5",1,0.25
"1394","IM2G05","5805","40","individual","highstatus",1,0,0,"5",0.875,0
"1395","IM2G05","5806","40","individual","highstatus",1,0,0,"5",1,0
"1396","IM2G05","5808","40","individual","highstatus",1,0,0,"5",1,0
"1397","IM2G05","5812","40","individual","highstatus",1,0,0,"5",1,0
"1398","IM2G05","5800","40","individual","lowstatus",1,0,0,"5",1,0
"1399","IM2G05","5802","40","individual","highstatus",1,0,1,"5",0.875,0.875
"1400","IM2G05","5810","40","individual","lowstatus",1,0,0,"5",1,0
